!CSV A.01.01
!Keysight Technologies,N5245B,MY63058204,A.19.30.04
!Date: Friday, March, 20, 2026 10:22:06
!Source: IMD Sweep Data

"Calibration State:","ON",,,,,,,,
"Sweep Type","Sweep fc",,,,,,,,
"Start fc",27200000000.000000,,,,,,,,
"Stop fc",31300000000.000000,,,,,,,,
"DeltaF",1000000.000000,,,,,,,,
"Number Of Points",411,,,,,,,,
"Main Tone IFBW",300.000000,,,,,,,,
"IM Tone IFBW",1000.000000,,,,,,,,
"f1 Power",-10.000000,,,,,,,,
"f2 Power",-10.000000,,,,,,,,
"Number Of Tones Measured",12,,,,,,,,

FrequencyFC,FrequencyF1,FrequencyF2,PwrMain,PwrMainLo,PwrMainHi,PwrMainIn,PwrMainLoIn,PwrMainHiIn,Pwr3,Pwr3Lo,Pwr3Hi,Pwr3In,Pwr3LoIn,Pwr3HiIn,
2.999e+10,2.99895e+10,2.99905e+10,-12.8752,-12.8709,-12.8794,-10.2202,-10.2221,-10.2184,-49.9743,-50.2186,-49.7299,-81.1684,-82.8829,-79.454,
3e+10,2.99995e+10,3.00005e+10,-12.8268,-12.8447,-12.8089,-10.2085,-10.2094,-10.2075,-49.1239,-49.1321,-49.1157,-80.6425,-82.0643,-79.2207,
3.001e+10,3.00095e+10,3.00105e+10,-12.7705,-12.7726,-12.7684,-10.1947,-10.1937,-10.1956,-48.8503,-48.8088,-48.8919,-85.8391,-93.9917,-77.6866,
3.002e+10,3.00195e+10,3.00205e+10,-12.7763,-12.7768,-12.7757,-10.1889,-10.1851,-10.1928,-49.1707,-49.6784,-48.663,-79.6295,-83.8219,-75.4372,
3.003e+10,3.00295e+10,3.00305e+10,-12.8324,-12.8371,-12.8277,-10.1952,-10.1947,-10.1957,-49.0738,-49.8074,-48.3402,-81.2705,-84.9803,-77.5608,
3.004e+10,3.00395e+10,3.00405e+10,-12.9009,-12.9123,-12.8895,-10.1982,-10.2,-10.1964,-49.3697,-49.225,-49.5143,-89.4019,-88.7056,-90.0981,
3.005e+10,3.00495e+10,3.00505e+10,-12.9536,-12.9667,-12.9406,-10.1951,-10.206,-10.1843,-49.1567,-49.2612,-49.0523,-87.2833,-89.3463,-85.2203,
3.006e+10,3.00595e+10,3.00605e+10,-12.9574,-12.984,-12.9308,-10.1953,-10.2127,-10.1778,-49.0645,-49.2336,-48.8953,-93.0179,-102.637,-83.399,
3.007e+10,3.00695e+10,3.00705e+10,-12.9285,-12.9497,-12.9072,-10.2086,-10.223,-10.1942,-49.4846,-49.8045,-49.1648,-84.8121,-86.1269,-83.4973,
3.008e+10,3.00795e+10,3.00805e+10,-12.9279,-12.9424,-12.9134,-10.2326,-10.2408,-10.2244,-49.5706,-49.4184,-49.7227,-81.5405,-83.2818,-79.7993,
3.009e+10,3.00895e+10,3.00905e+10,-12.9958,-12.9877,-13.0039,-10.2563,-10.2534,-10.2591,-49.7702,-49.6564,-49.8841,-85.5452,-87.6693,-83.4212,
3.01e+10,3.00995e+10,3.01005e+10,-13.0528,-13.0423,-13.0633,-10.2671,-10.2565,-10.2778,-49.9715,-50.0573,-49.8858,-84.368,-91.9118,-76.8243,
3.011e+10,3.01095e+10,3.01105e+10,-13.0687,-13.0623,-13.075,-10.2462,-10.2303,-10.2622,-49.5935,-50.0579,-49.129,-86.8339,-88.2149,-85.4529,
3.012e+10,3.01195e+10,3.01205e+10,-12.9798,-12.9661,-12.9934,-10.2035,-10.189,-10.218,-49.3917,-49.6086,-49.1747,-86.8835,-89.3504,-84.4166,
3.013e+10,3.01295e+10,3.01305e+10,-12.9018,-12.8916,-12.912,-10.1678,-10.1589,-10.1767,-49.8978,-50.2546,-49.5411,-83.9967,-88.7782,-79.2153,
3.014e+10,3.01395e+10,3.01405e+10,-12.9383,-12.9351,-12.9415,-10.1513,-10.1477,-10.1548,-49.5856,-49.494,-49.6772,-81.8284,-81.7887,-81.8682,
3.015e+10,3.01495e+10,3.01505e+10,-12.9939,-12.9912,-12.9965,-10.1693,-10.1719,-10.1666,-49.5072,-49.69,-49.3244,-84.6114,-84.8515,-84.3712,
3.016e+10,3.01595e+10,3.01605e+10,-12.9972,-13.0097,-12.9847,-10.2087,-10.2135,-10.2038,-50.0041,-50.2059,-49.8023,-84.3748,-84.0301,-84.7196,
3.017e+10,3.01695e+10,3.01705e+10,-12.9684,-12.9785,-12.9582,-10.2245,-10.2356,-10.2135,-50.0823,-50.3016,-49.863,-105.746,-82.6705,-128.821,
3.018e+10,3.01795e+10,3.01805e+10,-12.9854,-12.9966,-12.9743,-10.219,-10.2275,-10.2105,-50.5056,-50.7703,-50.2408,-86.7575,-91.8477,-81.6674,
3.019e+10,3.01895e+10,3.01905e+10,-13.0158,-13.0263,-13.0052,-10.2189,-10.226,-10.2118,-49.9736,-50.157,-49.7903,-88.1527,-88.3821,-87.9233,
3.02e+10,3.01995e+10,3.02005e+10,-13.0853,-13.0862,-13.0844,-10.2391,-10.242,-10.2362,-50.5097,-50.8073,-50.2121,-84.826,-93.0119,-76.64,
3.021e+10,3.02095e+10,3.02105e+10,-13.1818,-13.178,-13.1856,-10.2527,-10.2533,-10.2521,-50.8458,-50.7291,-50.9625,-83.5472,-85.9639,-81.1305,
3.022e+10,3.02195e+10,3.02205e+10,-13.2287,-13.221,-13.2364,-10.2386,-10.2377,-10.2395,-50.7199,-50.8365,-50.6034,-81.8713,-81.813,-81.9295,
3.023e+10,3.02295e+10,3.02305e+10,-13.1888,-13.1924,-13.1851,-10.2029,-10.2008,-10.2049,-50.6247,-51.05,-50.1995,-82.7467,-81.9517,-83.5417,
3.024e+10,3.02395e+10,3.02405e+10,-13.1583,-13.1586,-13.158,-10.1731,-10.1671,-10.1791,-50.5515,-50.6513,-50.4517,-81.3342,-80.546,-82.1223,
3.025e+10,3.02495e+10,3.02505e+10,-13.1956,-13.1978,-13.1933,-10.1861,-10.1802,-10.192,-50.1733,-50.7253,-49.6214,-84.3949,-86.6724,-82.1174,
3.026e+10,3.02595e+10,3.02605e+10,-13.2637,-13.2613,-13.2661,-10.2234,-10.2193,-10.2275,-50.2692,-50.7227,-49.8158,-81.6111,-82.8143,-80.408,
3.027e+10,3.02695e+10,3.02705e+10,-13.3467,-13.3499,-13.3436,-10.2301,-10.2335,-10.2268,-50.8068,-51.1454,-50.4681,-85.3371,-91.3576,-79.3165,
3.028e+10,3.02795e+10,3.02805e+10,-13.3945,-13.3996,-13.3894,-10.19,-10.2,-10.18,-50.327,-50.2337,-50.4203,-88.0433,-91.1746,-84.9121,
3.029e+10,3.02895e+10,3.02905e+10,-13.4892,-13.4915,-13.487,-10.1585,-10.1706,-10.1465,-49.6536,-49.6911,-49.6162,-83.6943,-84.6576,-82.7309,
3.03e+10,3.02995e+10,3.03005e+10,-13.6625,-13.6645,-13.6605,-10.1787,-10.1843,-10.173,-49.9629,-50.2308,-49.695,-85.2051,-82.7672,-87.643,
3.031e+10,3.03095e+10,3.03105e+10,-13.7686,-13.7727,-13.7645,-10.2336,-10.2366,-10.2307,-49.8451,-49.9617,-49.7285,-80.9799,-82.5635,-79.3964,
3.032e+10,3.03195e+10,3.03205e+10,-13.7921,-13.7819,-13.8022,-10.2626,-10.2624,-10.2629,-49.2973,-49.697,-48.8977,-82.954,-82.3445,-83.5635,
3.033e+10,3.03295e+10,3.03305e+10,-13.8127,-13.8143,-13.8111,-10.2415,-10.2408,-10.2421,-49.0441,-49.5832,-48.505,-87.9856,-92.7018,-83.2695,
3.034e+10,3.03395e+10,3.03405e+10,-13.9069,-13.8935,-13.9204,-10.2057,-10.2019,-10.2095,-48.1786,-48.1756,-48.1816,-88.9188,-93.4648,-84.3728,
3.035e+10,3.03495e+10,3.03505e+10,-14.08,-14.069,-14.091,-10.192,-10.1853,-10.1988,-47.975,-48.3833,-47.5666,-88.097,-88.953,-87.241,
3.036e+10,3.03595e+10,3.03605e+10,-14.1593,-14.1542,-14.1644,-10.2096,-10.2034,-10.2159,-46.9622,-47.2897,-46.6346,-79.7714,-81.112,-78.4308,
3.037e+10,3.03695e+10,3.03705e+10,-14.1214,-14.1186,-14.1243,-10.2222,-10.2187,-10.2258,-46.3478,-46.6488,-46.0469,-84.9758,-90.4376,-79.5141,
3.038e+10,3.03795e+10,3.03805e+10,-14.1497,-14.1473,-14.1521,-10.2036,-10.2036,-10.2036,-45.0891,-45.2719,-44.9064,-79.1081,-82.3611,-75.855,
3.039e+10,3.03895e+10,3.03905e+10,-14.2111,-14.2087,-14.2135,-10.1787,-10.1785,-10.1788,-43.666,-43.9045,-43.4276,-83.0836,-82.1401,-84.0271,
3.04e+10,3.03995e+10,3.04005e+10,-14.1831,-14.1908,-14.1754,-10.1846,-10.1836,-10.1855,-41.9198,-42.0754,-41.7642,-82.4797,-83.1609,-81.7985,
3.041e+10,3.04095e+10,3.04105e+10,-14.1642,-14.1814,-14.147,-10.2261,-10.2273,-10.2248,-40.523,-40.614,-40.4319,-82.3123,-81.2241,-83.4006,
3.042e+10,3.04195e+10,3.04205e+10,-14.0637,-14.0888,-14.0385,-10.2586,-10.2652,-10.2519,-38.613,-38.8475,-38.3785,-86.5623,-85.8843,-87.2404,
3.043e+10,3.04295e+10,3.04305e+10,-13.8167,-13.8305,-13.803,-10.2583,-10.2687,-10.2478,-35.5571,-35.6402,-35.474,-84.4782,-87.7794,-81.177,
3.044e+10,3.04395e+10,3.04405e+10,-13.6032,-13.6433,-13.563,-10.2313,-10.2439,-10.2188,-33.5621,-33.7396,-33.3846,-83.7707,-85.9948,-81.5466,
3.045e+10,3.04495e+10,3.04505e+10,-13.6962,-13.7548,-13.6375,-10.201,-10.209,-10.1931,-33.8595,-34.1054,-33.6137,-81.6042,-84.2347,-78.9737,
3.046e+10,3.04595e+10,3.04605e+10,-13.672,-13.7147,-13.6294,-10.1907,-10.1905,-10.1908,-34.1585,-34.444,-33.8731,-79.7165,-82.9246,-76.5084,
3.047e+10,3.04695e+10,3.04705e+10,-13.7335,-13.7558,-13.7112,-10.2018,-10.1929,-10.2107,-34.7526,-34.9257,-34.5795,-82.9765,-87.7388,-78.2141,
3.048e+10,3.04795e+10,3.04805e+10,-13.9293,-13.9342,-13.9244,-10.2133,-10.2023,-10.2242,-35.6441,-35.7685,-35.5198,-85.4432,-86.6194,-84.267,
3.049e+10,3.04895e+10,3.04905e+10,-14.0472,-14.0563,-14.0381,-10.214,-10.2068,-10.2212,-36.5904,-36.8117,-36.3691,-83.7635,-86.2006,-81.3265,
3.05e+10,3.04995e+10,3.05005e+10,-14.1767,-14.1797,-14.1738,-10.2041,-10.206,-10.2022,-37.4753,-37.6968,-37.2538,-81.3645,-82.2869,-80.4421,
3.051e+10,3.05095e+10,3.05105e+10,-14.3959,-14.3856,-14.4063,-10.1963,-10.204,-10.1886,-38.0623,-38.2239,-37.9008,-90.5515,-83.0117,-98.0913,
3.052e+10,3.05195e+10,3.05205e+10,-14.6963,-14.6698,-14.7228,-10.2021,-10.2121,-10.1921,-38.2157,-38.2806,-38.1508,-85.4411,-86.5805,-84.3018,
3.053e+10,3.05295e+10,3.05305e+10,-15.2055,-15.1633,-15.2477,-10.2221,-10.2296,-10.2145,-38.2264,-38.2174,-38.2354,-86.2653,-87.5388,-84.9918,
3.054e+10,3.05395e+10,3.05405e+10,-15.6554,-15.6099,-15.7008,-10.2446,-10.2464,-10.2429,-38.2685,-38.3025,-38.2345,-86.3001,-85.5062,-87.094,
3.055e+10,3.05495e+10,3.05505e+10,-15.8893,-15.835,-15.9437,-10.2427,-10.2412,-10.2442,-38.2289,-38.1063,-38.3515,-84.9117,-83.7763,-86.0472,
3.056e+10,3.05595e+10,3.05605e+10,-16.1034,-16.0328,-16.174,-10.2128,-10.2109,-10.2147,-38.4189,-38.3146,-38.5232,-83.339,-82.9177,-83.7603,
3.057e+10,3.05695e+10,3.05705e+10,-16.4301,-16.3435,-16.5167,-10.2,-10.1962,-10.2039,-38.6505,-38.4306,-38.8705,-90.765,-84.4092,-97.1208,
3.058e+10,3.05795e+10,3.05805e+10,-16.8426,-16.7508,-16.9344,-10.2148,-10.2128,-10.2167,-38.8037,-38.4649,-39.1425,-89.2362,-82.646,-95.8264,
3.059e+10,3.05895e+10,3.05905e+10,-17.2973,-17.2121,-17.3825,-10.2262,-10.2284,-10.224,-38.9293,-38.7366,-39.122,-82.8852,-82.0708,-83.6996,
3.06e+10,3.05995e+10,3.06005e+10,-17.543,-17.461,-17.625,-10.21,-10.2139,-10.2061,-38.871,-38.6295,-39.1126,-85.4478,-81.644,-89.2516,
3.061e+10,3.06095e+10,3.06105e+10,-17.6846,-17.6018,-17.7674,-10.1732,-10.1764,-10.17,-38.8535,-38.4713,-39.2358,-83.8381,-83.6497,-84.0265,
3.062e+10,3.06195e+10,3.06205e+10,-17.968,-17.8585,-18.0776,-10.1596,-10.16,-10.1592,-38.9489,-38.5836,-39.3142,-85.0335,-85.2526,-84.8144,
3.063e+10,3.06295e+10,3.06305e+10,-18.4115,-18.3055,-18.5176,-10.1923,-10.1923,-10.1922,-39.1163,-38.7184,-39.5142,-81.7785,-85.6854,-77.8716,
3.064e+10,3.06395e+10,3.06405e+10,-18.8095,-18.7088,-18.9101,-10.2414,-10.2436,-10.2391,-39.311,-38.9077,-39.7142,-95.6151,-83.1226,-108.108,
3.065e+10,3.06495e+10,3.06505e+10,-18.9764,-18.8861,-19.0666,-10.2523,-10.2619,-10.2427,-39.3018,-38.8627,-39.7409,-80.7071,-82.3087,-79.1055,
3.066e+10,3.06595e+10,3.06605e+10,-19.0067,-18.917,-19.0963,-10.2257,-10.2388,-10.2126,-39.4224,-39.0168,-39.8279,-87.6341,-85.0005,-90.2678,
3.067e+10,3.06695e+10,3.06705e+10,-19.3639,-19.2604,-19.4674,-10.2087,-10.2203,-10.1971,-39.6236,-39.026,-40.2213,-81.5161,-84.1983,-78.8338,
3.068e+10,3.06795e+10,3.06805e+10,-19.8827,-19.7757,-19.9897,-10.2242,-10.2283,-10.22,-39.8597,-39.3493,-40.37,-82.0011,-82.1803,-81.8219,
3.069e+10,3.06895e+10,3.06905e+10,-20.1327,-20.0405,-20.225,-10.2422,-10.2384,-10.246,-39.9085,-39.3444,-40.4726,-85.4501,-83.0086,-87.8916,
3.07e+10,3.06995e+10,3.07005e+10,-20.3664,-20.268,-20.4648,-10.2347,-10.2227,-10.2466,-40.1755,-39.8494,-40.5015,-85.0524,-81.566,-88.5388,
3.071e+10,3.07095e+10,3.07105e+10,-20.6185,-20.5249,-20.712,-10.1914,-10.1777,-10.2052,-40.4613,-40.002,-40.9205,-87.9841,-85.1108,-90.8574,
3.072e+10,3.07195e+10,3.07205e+10,-20.6861,-20.5971,-20.7752,-10.1606,-10.1469,-10.1743,-40.5773,-40.0791,-41.0756,-81.9757,-83.8396,-80.1118,
3.073e+10,3.07295e+10,3.07305e+10,-20.851,-20.748,-20.954,-10.1745,-10.164,-10.1849,-40.7587,-40.2548,-41.2625,-83.6496,-84.8206,-82.4786,
3.074e+10,3.07395e+10,3.07405e+10,-21.1423,-21.0631,-21.2215,-10.2145,-10.2151,-10.2138,-41.1708,-40.7748,-41.5668,-86.1188,-86.3924,-85.8451,
3.075e+10,3.07495e+10,3.07505e+10,-21.3485,-21.3035,-21.3935,-10.2268,-10.2362,-10.2173,-41.5942,-41.1973,-41.9911,-84.9774,-83.9311,-86.0237,
3.076e+10,3.07595e+10,3.07605e+10,-21.5757,-21.5292,-21.6222,-10.2072,-10.2189,-10.1955,-42.115,-41.6838,-42.5462,-81.9729,-80.7358,-83.2101,
3.077e+10,3.07695e+10,3.07705e+10,-21.9685,-21.9461,-21.9909,-10.2003,-10.2081,-10.1924,-43.4535,-43.3031,-43.6039,-86.6594,-88.2085,-85.1102,
3.078e+10,3.07795e+10,3.07805e+10,-22.3464,-22.3357,-22.3571,-10.2252,-10.2243,-10.2261,-45.4112,-45.2984,-45.524,-86.8749,-87.4688,-86.2811,
3.079e+10,3.07895e+10,3.07905e+10,-22.715,-22.6943,-22.7357,-10.2621,-10.2559,-10.2683,-46.8471,-46.7177,-46.9766,-86.5537,-89.8662,-83.2411,
3.08e+10,3.07995e+10,3.08005e+10,-22.9983,-22.977,-23.0196,-10.2678,-10.2629,-10.2726,-47.4735,-47.2528,-47.6943,-85.3025,-87.9725,-82.6325,
3.081e+10,3.08095e+10,3.08105e+10,-23.0134,-23.0024,-23.0245,-10.2293,-10.227,-10.2315,-47.4757,-47.5959,-47.3555,-89.438,-85.0073,-93.8688,
3.082e+10,3.08195e+10,3.08205e+10,-23.0423,-23.0298,-23.0549,-10.1913,-10.1906,-10.192,-46.7581,-46.7711,-46.7452,-84.8555,-81.7819,-87.9291,
3.083e+10,3.08295e+10,3.08305e+10,-23.1776,-23.1679,-23.1874,-10.1963,-10.2009,-10.1917,-46.6962,-46.5694,-46.823,-81.0916,-80.7933,-81.3899,
3.084e+10,3.08395e+10,3.08405e+10,-23.3289,-23.3242,-23.3336,-10.2217,-10.2269,-10.2166,-47.1129,-47.0949,-47.131,-91.951,-86.269,-97.6331,
3.085e+10,3.08495e+10,3.08505e+10,-23.5085,-23.4965,-23.5205,-10.2193,-10.2263,-10.2124,-47.9515,-48.0853,-47.8177,-85.1952,-87.2181,-83.1723,
3.086e+10,3.08595e+10,3.08605e+10,-23.7107,-23.7068,-23.7145,-10.1998,-10.2043,-10.1954,-48.052,-48.0644,-48.0395,-89.0919,-90.9288,-87.2551,
3.087e+10,3.08695e+10,3.08705e+10,-23.9204,-23.9091,-23.9318,-10.1875,-10.1882,-10.1868,-48.4295,-48.3429,-48.516,-89.782,-91.3963,-88.1678,
3.088e+10,3.08795e+10,3.08805e+10,-24.1739,-24.1749,-24.1729,-10.1997,-10.2009,-10.1984,-48.9023,-48.5834,-49.2211,-84.2572,-84.4692,-84.0452,
3.089e+10,3.08895e+10,3.08905e+10,-24.3353,-24.3404,-24.3301,-10.2259,-10.2275,-10.2242,-48.7392,-48.356,-49.1225,-81.1387,-78.6116,-83.6658,
3.09e+10,3.08995e+10,3.09005e+10,-24.461,-24.4569,-24.4651,-10.2415,-10.2452,-10.2379,-49.0796,-49.1205,-49.0388,-87.8683,-83.5837,-92.1529,
3.091e+10,3.09095e+10,3.09105e+10,-24.6024,-24.5881,-24.6167,-10.2323,-10.2349,-10.2298,-48.9341,-49.023,-48.8452,-83.2346,-79.9746,-86.4946,
3.092e+10,3.09195e+10,3.09205e+10,-24.7938,-24.7635,-24.824,-10.2128,-10.2133,-10.2123,-49.2732,-49.3728,-49.1735,-83.3083,-82.1149,-84.5017,
3.093e+10,3.09295e+10,3.09305e+10,-25.0317,-25.0046,-25.0588,-10.2059,-10.202,-10.2098,-49.855,-49.4344,-50.2755,-91.055,-85.574,-96.536,
3.094e+10,3.09395e+10,3.09405e+10,-25.264,-25.2404,-25.2875,-10.2073,-10.2006,-10.214,-50.439,-50.4586,-50.4195,-90.2047,-94.2684,-86.1411,
3.095e+10,3.09495e+10,3.09505e+10,-25.4366,-25.4199,-25.4534,-10.21,-10.205,-10.215,-50.6996,-50.8363,-50.5629,-86.3347,-87.7019,-84.9675,
3.096e+10,3.09595e+10,3.09605e+10,-25.6717,-25.6711,-25.6724,-10.2152,-10.213,-10.2175,-51.3727,-51.4338,-51.3117,-83.1004,-83.6885,-82.5123,
3.097e+10,3.09695e+10,3.09705e+10,-25.9,-25.8881,-25.912,-10.22,-10.225,-10.215,-51.4278,-51.2979,-51.5576,-80.4649,-81.0962,-79.8336,
3.098e+10,3.09795e+10,3.09805e+10,-26.0272,-26.0318,-26.0226,-10.2135,-10.2239,-10.2031,-51.2975,-51.4272,-51.1678,-84.0272,-84.8798,-83.1746,
3.099e+10,3.09895e+10,3.09905e+10,-26.1325,-26.1243,-26.1408,-10.2014,-10.213,-10.1898,-51.4638,-51.0057,-51.922,-86.0227,-84.9347,-87.1107,
3.1e+10,3.09995e+10,3.10005e+10,-26.3229,-26.3182,-26.3275,-10.2178,-10.2227,-10.2128,-51.5788,-51.8266,-51.3311,-83.1744,-85.556,-80.7928,
3.101e+10,3.10095e+10,3.10105e+10,-26.6013,-26.5848,-26.6178,-10.252,-10.2518,-10.2522,-52.0239,-52.2601,-51.7877,-82.5966,-84.9243,-80.2689,
3.102e+10,3.10195e+10,3.10205e+10,-26.936,-26.9154,-26.9566,-10.2543,-10.2516,-10.2571,-52.6969,-52.5594,-52.8345,-87.6213,-90.5463,-84.6964,
3.103e+10,3.10295e+10,3.10305e+10,-27.2148,-27.1842,-27.2454,-10.223,-10.2179,-10.228,-53.015,-53.0734,-52.9566,-87.2826,-93.4925,-81.0726,
3.104e+10,3.10395e+10,3.10405e+10,-27.4328,-27.4176,-27.4479,-10.1872,-10.1805,-10.1938,-53.2718,-53.5889,-52.9546,-84.5053,-82.7873,-86.2233,
3.105e+10,3.10495e+10,3.10505e+10,-27.655,-27.6346,-27.6754,-10.1862,-10.1781,-10.1943,-54.047,-53.8138,-54.2802,-85.2701,-85.7307,-84.8094,
3.106e+10,3.10595e+10,3.10605e+10,-27.8069,-27.7957,-27.818,-10.2201,-10.2127,-10.2276,-53.7064,-53.7264,-53.6864,-90.2304,-81.2102,-99.2505,
3.107e+10,3.10695e+10,3.10705e+10,-27.939,-27.9417,-27.9362,-10.2474,-10.2455,-10.2494,-53.8205,-53.9496,-53.6914,-78.2411,-80.1159,-76.3663,
3.108e+10,3.10795e+10,3.10805e+10,-28.0902,-28.0924,-28.088,-10.2261,-10.2281,-10.2241,-54.4187,-55.1093,-53.7282,-83.6247,-88.1841,-79.0653,
3.109e+10,3.10895e+10,3.10905e+10,-28.3139,-28.291,-28.3368,-10.1773,-10.1804,-10.1741,-53.6061,-53.6376,-53.5745,-81.7089,-86.7622,-76.6555,
3.11e+10,3.10995e+10,3.11005e+10,-28.7159,-28.6935,-28.7383,-10.1744,-10.173,-10.1759,-54.1942,-54.1665,-54.222,-83.3507,-87.4622,-79.2393,
3.111e+10,3.11095e+10,3.11105e+10,-29.064,-29.0784,-29.0496,-10.2283,-10.2264,-10.2302,-55.577,-56.1267,-55.0274,-82.1991,-86.4453,-77.953,
3.112e+10,3.11195e+10,3.11205e+10,-29.295,-29.2917,-29.2984,-10.2675,-10.2707,-10.2642,-57.3276,-57.0698,-57.5853,-82.9039,-86.7667,-79.0411,
3.113e+10,3.11295e+10,3.11305e+10,-29.4824,-29.4813,-29.4835,-10.2454,-10.2533,-10.2375,-55.8028,-55.5231,-56.0826,-83.5804,-85.2135,-81.9472,
3.114e+10,3.11395e+10,3.11405e+10,-29.6185,-29.6128,-29.6242,-10.1981,-10.2035,-10.1928,-56.1242,-55.8067,-56.4417,-91.2248,-80.2475,-102.202,
3.115e+10,3.11495e+10,3.11505e+10,-29.6892,-29.6799,-29.6986,-10.1826,-10.1848,-10.1805,-55.073,-54.9295,-55.2165,-80.4906,-78.8313,-82.1498,
3.116e+10,3.11595e+10,3.11605e+10,-29.8857,-29.8716,-29.8997,-10.2131,-10.2114,-10.2148,-55.7734,-56.5883,-54.9585,-83.2244,-85.9744,-80.4743,
3.117e+10,3.11695e+10,3.11705e+10,-30.1503,-30.14,-30.1605,-10.2512,-10.2453,-10.2571,-56.5578,-56.2742,-56.8413,-98.4853,-98.1359,-98.8346,
3.118e+10,3.11795e+10,3.11805e+10,-30.4839,-30.4666,-30.5011,-10.2381,-10.2369,-10.2393,-56.6523,-56.6148,-56.6897,-89.238,-94.5986,-83.8774,
3.119e+10,3.11895e+10,3.11905e+10,-30.7882,-30.7504,-30.8259,-10.1873,-10.1862,-10.1885,-57.4634,-58.0573,-56.8696,-83.0858,-81.7253,-84.4463,
3.12e+10,3.11995e+10,3.12005e+10,-30.9621,-30.9821,-30.9422,-10.166,-10.1668,-10.1652,-56.7261,-57.2153,-56.2369,-81.3685,-84.2857,-78.4513,
3.121e+10,3.12095e+10,3.12105e+10,-31.1332,-31.1418,-31.1247,-10.2093,-10.2134,-10.2051,-56.8836,-57.2963,-56.4709,-83.8336,-84.9396,-82.7276,
3.122e+10,3.12195e+10,3.12205e+10,-31.2755,-31.2714,-31.2795,-10.2548,-10.2622,-10.2473,-57.0163,-56.536,-57.4965,-80.962,-79.9446,-81.9795,
3.123e+10,3.12295e+10,3.12305e+10,-31.3618,-31.3763,-31.3473,-10.2519,-10.2607,-10.2432,-57.3313,-57.5538,-57.1087,-86.723,-83.0964,-90.3496,
3.124e+10,3.12395e+10,3.12405e+10,-31.5378,-31.5368,-31.5388,-10.2228,-10.2259,-10.2197,-56.3411,-56.0837,-56.5985,-85.9171,-87.7497,-84.0845,
3.125e+10,3.12495e+10,3.12505e+10,-31.7407,-31.7365,-31.745,-10.2011,-10.201,-10.2011,-56.8513,-57.4551,-56.2474,-93.7031,-96.004,-91.4021,
3.126e+10,3.12595e+10,3.12605e+10,-31.7989,-31.8224,-31.7754,-10.2024,-10.1951,-10.2098,-57.0148,-56.7834,-57.2463,-85.8506,-87.2966,-84.4045,
3.127e+10,3.12695e+10,3.12705e+10,-32.0857,-32.0229,-32.1485,-10.2138,-10.2018,-10.2258,-57.7874,-58.2959,-57.2788,-82.2143,-83.3483,-81.0803,
3.128e+10,3.12795e+10,3.12805e+10,-32.5051,-32.4927,-32.5176,-10.2145,-10.2057,-10.2233,-57.2589,-57.5756,-56.9422,-78.4104,-80.1079,-76.7129,
3.129e+10,3.12895e+10,3.12905e+10,-32.6041,-32.6071,-32.6011,-10.1961,-10.1909,-10.2013,-57.5578,-58.0725,-57.0432,-79.5882,-79.7089,-79.4676,
3.13e+10,3.12995e+10,3.13005e+10,-32.5255,-32.5387,-32.5122,-10.1908,-10.1904,-10.1912,-56.7093,-56.0537,-57.3649,-83.7243,-83.8074,-83.6413,
